Title,Genre,Year,Rating
A Serial Killer's Guide to Life,"['Adventure', 'Comedy', 'Crime']",2019,5
The Mask of Dimitrios,"['Crime', 'Drama', 'Film-Noir']",1944,7.2
Olivia,"['Crime', 'Horror', 'Mystery']",1983,5.1
Strangeways Here We Come,"['Comedy', 'Crime']",2018,4.9
Hell Bound,"['Crime', 'Drama', 'Film-Noir']",1957,6.3
Dracula Sir,"['Crime', 'Thriller']",2020,7.4
Confessions of a Serial Killer,"['Crime', 'Horror', 'Thriller']",1985,5.6
Neon,"['Crime', 'Drama']",2020,0
Close Your Eyes,"['Crime', 'Mystery', 'Thriller']",2017,6.2
The Don,"['Crime', 'Drama']",1995,6.1
Visfot,['Crime'],,0
Storm Fear,"['Crime', 'Drama', 'Film-Noir']",1955,6.4
Die 1000 Augen des Dr. Mabuse,"['Crime', 'Mystery', 'Thriller']",1960,6.9
Zeher,"['Crime', 'Drama', 'Mystery']",2005,5.6
Black Day Blue Night,"['Adventure', 'Crime', 'Drama']",1995,5.8
Zoe Gone,"['Crime', 'Drama', 'Mystery']",2014,5
Siraa Fil-Wadi,"['Crime', 'Drama', 'Romance']",1954,7.3
Los héroes del mal,"['Crime', 'Drama', 'Thriller']",2015,6.1
Born Reckless,"['Crime', 'Drama', 'War']",1930,5.4
Fear in the Night,"['Crime', 'Drama', 'Film-Noir']",1946,6.4
Rusty,"['Crime', 'Drama', 'Music']",2019,8.2
Neveroyatnye priklyucheniya italyantsev v Rossii,"['Adventure', 'Comedy', 'Crime']",1974,7.6
Red Carpet,"['Crime', 'Music', 'Thriller']",2021,4
Cedar Boys,"['Crime', 'Drama']",2009,6.1
I Hired a Contract Killer,"['Comedy', 'Crime', 'Drama']",1990,7.2
You're Killing Me,"['Comedy', 'Crime', 'Horror']",2015,5.1
Murder City,['Crime'],,0
Ebony Hustle,"['Crime', 'Thriller']",2021,5.3
Shree 420,"['Comedy', 'Crime', 'Drama']",1955,7.9
Killer Instinct,"['Crime', 'Thriller']",1991,4.6
No Way Home,"['Crime', 'Drama', 'Thriller']",1996,6.7
Enigma rosso,"['Crime', 'Mystery', 'Thriller']",1978,5.5
Off Beat,"['Comedy', 'Crime', 'Romance']",1986,5
Zübük,"['Comedy', 'Crime', 'Drama']",1980,8.5
Stavisky...,"['Biography', 'Crime', 'Drama']",1974,6.6
The Tale of Sweety Barrett,"['Crime', 'Drama']",1998,6.4
No habrá paz para los malvados,"['Crime', 'Drama', 'Thriller']",2011,6.4
Hold-Up,"['Comedy', 'Crime']",1985,6.5
Lake City,"['Crime', 'Drama']",2008,5.7
An Unsuitable Job for a Woman,"['Crime', 'Drama', 'Mystery']",1982,5.8
99,"['Comedy', 'Crime', 'Drama']",2009,7.3
Drive a Crooked Road,"['Crime', 'Drama', 'Film-Noir']",1954,6.9
Un uomo dalla pelle dura,"['Crime', 'Drama']",1972,5.1
Heya fawda,"['Crime', 'Drama', 'Romance']",2007,7.1
Hangover Square,"['Crime', 'Drama', 'Music']",1945,7.4
The Amazing Dr. Clitterhouse,"['Crime', 'Drama']",1938,7
"Big House, U.S.A.","['Crime', 'Drama', 'Film-Noir']",1955,6.6
Please Kill Me,"['Crime', 'Romance', 'Thriller']",2021,7.5
The House Across the Lake,"['Crime', 'Drama']",1954,6
Slaughter of the Innocents,"['Crime', 'Horror', 'Mystery']",1993,5.1
Double Bang,"['Crime', 'Drama', 'Thriller']",2001,5
The Face Behind the Mask,"['Crime', 'Drama', 'Film-Noir']",1941,7.1
Lonely Street,"['Comedy', 'Crime', 'Thriller']",2008,5.1
Bone in the Throat,"['Crime', 'Drama']",2015,6.1
The Intent,"['Crime', 'Drama']",2016,4.3
Vettah,"['Crime', 'Mystery', 'Thriller']",2016,6.8
Hollywood Story,"['Crime', 'Drama', 'Film-Noir']",1951,6.7
A Wife Alone,"['Crime', 'Thriller']",2012,4.5
Libido,"['Drama', 'Thriller', 'Crime']",1965,6.7
The Seven Sorrows of Mary,"['Crime', 'Drama']",,0
Penoza: The Final Chapter,"['Crime', 'Drama', 'Thriller']",2019,6.2
Panique,"['Crime', 'Drama']",1946,7.9
Ooru naito rongu,"['Crime', 'Drama', 'Horror']",1992,5.8
Kanabadutaledu,"['Crime', 'Thriller']",2021,5.6
Xie,"['Crime', 'Fantasy', 'Horror']",1980,6.4
Number Seventeen,"['Crime', 'Mystery', 'Thriller']",1932,5.7
The Long Memory,"['Crime', 'Drama', 'Thriller']",1953,7
Yeti - Il gigante del 20° secolo,"['Adventure', 'Crime', 'Fantasy']",1977,4.3
There Goes the Neighborhood,"['Comedy', 'Crime', 'Romance']",1992,5.7
Ash Wednesday,"['Crime', 'Drama']",2002,5.8
Homejack Triangle,"['Crime', 'Thriller']",2018,0
Mima,"['Crime', 'Drama']",1991,6.9
Nefarious,"['Crime', 'Thriller']",2022,0
The Last Godfather,"['Comedy', 'Crime', 'Romance']",2010,3.5
You Can't Buy Luck,"['Crime', 'Drama', 'Mystery']",1937,5.5
Deadline - U.S.A.,"['Crime', 'Drama', 'Film-Noir']",1952,7.2
L.A. Slasher,"['Comedy', 'Crime', 'Drama']",2015,3.2
Away,"['Crime', 'Drama']",2016,6.6
Curfew,"['Crime', 'Drama', 'Horror']",1989,4.1
Operatsiya 'Y' i drugie priklyucheniya Shurika,"['Comedy', 'Crime', 'Drama']",1965,8.5
Iraivi,"['Crime', 'Drama']",2016,8
The Barn,"['Crime', 'Horror', 'Mystery']",2018,3.4
NO.9,"['Crime', 'Drama']",2023,0
The House of the Dead,"['Comedy', 'Crime', 'Horror']",1978,4.7
Wu sha 2,"['Crime', 'Drama', 'Thriller']",2021,5.8
Bad Turn Worse,"['Crime', 'Drama', 'Thriller']",2013,5.5
Made in France,"['Crime', 'Drama', 'Thriller']",2015,6.2
Le couteau sous la gorge,"['Crime', 'Horror']",1986,4.5
Kurangu Bommai,"['Crime', 'Drama', 'Thriller']",2017,8
Swerve,"['Crime', 'Drama', 'Thriller']",2011,5.4
Brother Orchid,"['Comedy', 'Crime', 'Drama']",1940,7
"Ali Zaoua, prince de la rue","['Drama', 'Crime']",2000,7.3
Séptimo,"['Crime', 'Mystery', 'Thriller']",2013,5.8
Netrikann,"['Crime', 'Drama', 'Mystery']",2021,5.9
Haut et fort,"['Crime', 'Drama', 'Music']",2021,5.9
Les voleurs,"['Crime', 'Drama', 'Romance']",1996,6.7
Whole Lotta Sole,"['Comedy', 'Crime', 'Drama']",2011,5.5
Syostry,"['Crime', 'Drama']",2001,7
Melody Club,"['Comedy', 'Crime', 'Musical']",1949,4.7
A Man Betrayed,"['Comedy', 'Crime', 'Drama']",1941,5.9
Once Fallen,['Crime'],2010,4.7
Gultoo,"['Crime', 'Drama']",2018,8
Die 3 Groschen-Oper,"['Comedy', 'Crime', 'Drama']",1931,7.3
Schloß Vogelöd,"['Crime', 'Drama', 'Horror']",1921,6.1
Corridors of Blood,"['Crime', 'Horror', 'Thriller']",1958,6.4
Swamp Women,"['Adventure', 'Crime', 'Drama']",1956,3.3
Ajami,"['Crime', 'Drama']",2009,7.3
Police Python 357,"['Crime', 'Drama', 'Thriller']",1976,6.9
Steelyard Blues,"['Comedy', 'Crime']",1973,5.3
Lo strangolatore di Vienna,"['Comedy', 'Crime', 'Horror']",1971,5.2
Eyes in the Night,"['Crime', 'Mystery']",1942,6.7
Bhramam,"['Crime', 'Thriller']",2021,5.7
O Homem Que Copiava,"['Comedy', 'Crime', 'Drama']",2003,7.6
Ragazza tutta nuda assassinata nel parco,"['Crime', 'Mystery', 'Thriller']",1972,5.4
We Could Be Heroes,"['Comedy', 'Crime']",,0
Ola de crímenes,"['Comedy', 'Crime', 'Thriller']",2018,5.2
Monpura,"['Crime', 'Drama', 'Musical']",2009,8.7
Bud Abbott Lou Costello Meet the Killer Boris Karloff,"['Comedy', 'Crime', 'Horror']",1949,6.8
What Alice Found,"['Crime', 'Drama']",2003,6.4
The Locket,"['Crime', 'Drama', 'Film-Noir']",1946,7.1
Die Screaming Marianne,"['Crime', 'Drama', 'Thriller']",1971,4.8
Holmes & Watson: The Abandoned Case,"['Animation', 'Comedy', 'Crime']",2022,0
Tomorrow Never Comes,"['Crime', 'Drama']",1978,5
Luo man di ke xiao wang shi,"['Crime', 'Drama']",2016,6.9
The Young Poisoner's Handbook,"['Crime', 'Drama']",1995,7
And They Call It Puppy Love,"['Crime', 'Drama', 'Romance']",2013,7.8
Slaves in Bondage,"['Crime', 'Drama']",1937,4.4
Chamber of Horrors,"['Crime', 'Horror', 'Thriller']",1966,6
Engel aus Eisen,"['Crime', 'Drama', 'History']",1981,6.9
Il sindaco del Rione Sanità,"['Crime', 'Drama']",2019,6.2
Stranger on the Third Floor,"['Crime', 'Drama', 'Film-Noir']",1940,6.8
Black Butler: Book of Murder,"['Animation', 'Adventure', 'Crime']",2014,8
Guo chun tian,"['Crime', 'Drama']",2018,6.8
Beauty Betrayed,"['Crime', 'Drama']",2002,4.4
Zift,"['Crime', 'Drama', 'Mystery']",2008,7.2
Seishun zankoku monogatari,"['Crime', 'Drama']",1960,6.9
Tension,"['Crime', 'Drama', 'Film-Noir']",1949,7.2
To yuk hing dai,"['Comedy', 'Crime']",2020,5.7
Coastlines,"['Crime', 'Drama', 'Thriller']",2002,5.9
Angel of the Skies,"['Crime', 'Drama', 'Thriller']",2013,4
Classe tous risques,"['Crime', 'Drama', 'Romance']",1960,7.5
Mumbai Police,"['Crime', 'Mystery', 'Thriller']",2013,7.9
Iris 2: The Movie,['Crime'],2013,5.4
The Girl,"['Crime', 'Drama', 'Thriller']",2012,6.1
Marital Rape,"['Crime', 'Drama']",2001,6.1
"Looney, Looney, Looney Bugs Bunny Movie","['Animation', 'Comedy', 'Crime']",1981,7.1
Winter of Frozen Dreams,"['Crime', 'Drama']",2009,4.7
Feng kuang de shi tou,"['Comedy', 'Crime', 'Drama']",2006,7.6
The Lightship,"['Crime', 'Drama', 'Thriller']",1985,6.3
Angie X,"['Crime', 'Drama']",2017,5.3
Okasu!,"['Crime', 'Horror', 'Thriller']",1976,5.9
"This World, Then the Fireworks","['Crime', 'Drama']",1997,5.2
You Can't Escape Forever,"['Crime', 'Drama', 'Romance']",1942,6.1
Entertaining Mr Sloane,"['Comedy', 'Crime', 'Thriller']",1970,6.4
Red Devil,"['Crime', 'Drama', 'Thriller']",2019,4.6
Hospitality,"['Crime', 'Drama', 'Thriller']",2018,4.9
Woman in Hiding,"['Crime', 'Drama', 'Film-Noir']",1950,6.8
Rx,"['Thriller', 'Crime', 'Romance']",2005,5.4
Antigone,"['Crime', 'Drama']",2019,7
Nachts wenn der Teufel kam,"['Crime', 'Drama', 'Thriller']",1957,7.2
Sunny,"['Crime', 'Drama', 'Thriller']",2021,7.7
I'm Watching You,"['Crime', 'Drama', 'Thriller']",1997,5.1
El esqueleto de la señora Morales,"['Comedy', 'Crime', 'Horror']",1960,7.9
Dirty Weekend,"['Crime', 'Drama', 'Thriller']",1993,5.1
Freeway Killer,"['Crime', 'Drama', 'Thriller']",2010,5.3
Action in Arabia,"['Crime', 'Drama', 'Romance']",1944,6.2
The Freemason,['Crime'],2013,4.6
Dad Savage,"['Crime', 'Thriller']",1998,5.8
Götter der Pest,"['Crime', 'Drama']",1970,6.4
Toy Box,"['Crime', 'Horror']",#N/A,0
The Black Gestapo,"['Crime', 'Drama', 'Thriller']",1975,4.7
Side Street,"['Crime', 'Drama', 'Film-Noir']",1950,7.1
Suna no utsuwa,"['Crime', 'Mystery', 'Thriller']",1974,7.4
Cane e gatto,"['Comedy', 'Crime']",1983,5.6
Canepazzo,"['Crime', 'Drama', 'Thriller']",2012,6.5
Flim: The Movie,"['Comedy', 'Crime', 'Drama']",2014,6.7
De bende van Oss,"['Crime', 'Drama', 'History']",2011,6.4
À perdre la raison,"['Crime', 'Drama']",2012,6.8
A Thousand and One,['Crime'],,0
Chim-muk,"['Crime', 'Drama']",2017,6.5
Lahore Confidential,"['Crime', 'Drama', 'Thriller']",2021,2.9
Maghzhaye Koochake Zang Zadeh,"['Crime', 'Drama', 'Thriller']",2018,7.6
Bullet Ballet,"['Crime', 'Drama', 'Sci-Fi']",1998,6.9
Carter High,"['Crime', 'Drama', 'Sport']",2015,5.1
Le lieu du crime,"['Crime', 'Drama', 'Romance']",1986,6.4
Ellos Volvieron,"['Crime', 'Drama', 'Horror']",2015,5.6
Honest,"['Comedy', 'Crime', 'Romance']",2000,4.1
"Kiss Me, Kill Me","['Crime', 'Mystery', 'Thriller']",2015,4.8
L'ange noir,"['Crime', 'Drama', 'Thriller']",1994,5.9
No Witnesses,['Crime'],2021,3.1
Hana to hebi: Kyûkyoku nawa chôkyô,"['Crime', 'Drama']",1987,5.2
Ni luo he nu er,"['Crime', 'Drama']",1987,7
The Black Camel,"['Crime', 'Mystery', 'Thriller']",1931,6.7
The 12th Suspect,"['Crime', 'Drama', 'History']",2019,5.7
Do Dooni Chaar,"['Comedy', 'Crime', 'Drama']",2010,7.5
Poupoupidou,"['Comedy', 'Crime', 'Mystery']",2011,6.6
Amber Alert,"['Crime', 'Horror', 'Mystery']",2012,4.5
Mathu Vadalara,"['Comedy', 'Crime', 'Thriller']",2019,8.2
The True Story of Jesse James,"['Biography', 'Crime', 'Western']",1957,6.2
The Clouded Yellow,"['Crime', 'Drama', 'Mystery']",1950,6.9
Bluff Master,"['Crime', 'Thriller']",2018,6.3
Between Midnight and Dawn,"['Crime', 'Drama', 'Film-Noir']",1950,6.6
Ruang talok 69,"['Comedy', 'Crime', 'Thriller']",1999,7.2
Sawney: Flesh of Man,"['Crime', 'Horror', 'Thriller']",2012,4.5
House of Cards,"['Crime', 'Drama', 'Mystery']",1968,5.9
Violette Nozière,"['Crime', 'Drama', 'Thriller']",1978,7.1
Sinful Davey,"['Adventure', 'Comedy', 'Crime']",1969,5.8
Let the Devil Wear Black,"['Crime', 'Drama', 'Thriller']",1999,4.9
Devyataya,"['Adventure', 'Crime', 'Horror']",2019,5.4
Magic Mountains,"['Crime', 'Drama', 'Thriller']",2020,5.1
Abduction of Angie,"['Crime', 'Drama', 'Thriller']",2017,4.5
Budapest Noir,"['Crime', 'Drama', 'History']",2017,6.1
Wanted for Murder,"['Crime', 'Drama']",1946,6.8
La mujer más fea del mundo,"['Comedy', 'Crime', 'Sci-Fi']",1999,5.1
The Wrong Arm of the Law,"['Comedy', 'Crime']",1963,6.7
Prison Girls,"['Crime', 'Drama']",1972,3.9
Five Minutes to Live,"['Crime', 'Drama', 'Music']",1961,5.5
11:55,"['Crime', 'Drama']",2016,5
Abluka,"['Crime', 'Drama', 'Mystery']",2015,7.2
Gyakuten saiban,"['Comedy', 'Crime', 'Drama']",2012,6.5
Hit Me,"['Crime', 'Drama', 'Thriller']",1996,5.4
Enragés,"['Crime', 'Drama', 'Thriller']",2015,5.8
Gang Tapes,"['Crime', 'Drama']",2001,6
Nur Gott kann mich richten,"['Crime', 'Drama', 'Thriller']",2017,6.7
Magamuni,"['Crime', 'Drama', 'Thriller']",2019,7.7
Dom zly,"['Crime', 'Drama', 'Thriller']",2009,7.4
O Beautiful Night,"['Comedy', 'Crime', 'Drama']",2019,6.3
Hit Man,"['Crime', 'Drama']",1972,5.7
American Drug Lord,"['Crime', 'Drama']",,0
The Protectors,"['Adventure', 'Crime', 'Sci-Fi']",2020,5.9
A Certain Sacrifice,"['Crime', 'Drama', 'Music']",1979,2.3
Talaye sorkh,"['Crime', 'Drama', 'Thriller']",2003,7.4
8-Ball,"['Crime', 'Thriller']",,0
8 Winds,"['Comedy', 'Crime', 'Drama']",2021,5.5
Murder at Shijinso,['Crime'],2019,5.4
Girls Are for Loving,"['Crime', 'Drama']",1973,5.2
Amandla,"['Crime', 'Drama']",2022,5.5
San Quentin,"['Crime', 'Drama', 'Film-Noir']",1937,6.5
Ad ogni costo,"['Crime', 'Drama']",1967,6.8
30 March,"['Crime', 'Drama', 'Mystery']",2021,4.2
Fifty Pills,"['Comedy', 'Crime', 'Drama']",2006,4.9
Boston Blackie Goes Hollywood,"['Comedy', 'Crime', 'Drama']",1942,6.2
End of the Rope,['Crime'],2022,0
Intruder in the Dust,"['Crime', 'Drama', 'Family']",1949,7.6
Code Name Abdul,"['Crime', 'Thriller']",2021,7.1
Charlie Chan in Paris,"['Crime', 'Drama', 'Mystery']",1935,7.1
Paulette,"['Comedy', 'Crime']",2012,6.6
Ariel,"['Comedy', 'Crime', 'Romance']",1988,7.5
On ne meurt que deux fois,"['Crime', 'Drama', 'Mystery']",1985,6.1
Carjacked,"['Crime', 'Thriller']",2011,4.9
An American Tragedy,"['Crime', 'Drama', 'Romance']",1931,6.5
Hidden Orchard Mysteries: The Case of the Air B and B Robbery,"['Crime', 'Family', 'Mystery']",2020,5
Tomboys,"['Crime', 'Drama', 'Horror']",2009,2.7
The Betrayed,"['Crime', 'Drama', 'Mystery']",2008,5.9
Jannat 2,"['Crime', 'Drama', 'Thriller']",2012,6.2
Last Ride,"['Crime', 'Drama']",2009,6.6
Dear Dead Delilah,"['Comedy', 'Crime', 'Horror']",1972,5.4
Les noces rouges,"['Crime', 'Drama', 'Thriller']",1973,6.9
Mystery Street,"['Crime', 'Drama', 'Film-Noir']",1950,7.2
Shor in the City,"['Crime', 'Drama']",2010,7.2
Salvatore Giuliano,"['Crime', 'Drama', 'History']",1962,7.3
Le gendarme à New York,"['Comedy', 'Crime']",1965,6.4
The Crime,['Crime'],2022,6
Orthodox,"['Crime', 'Drama']",2015,5
House of the Witchdoctor,"['Crime', 'Horror', 'Thriller']",2013,4.2
The Covid Killer,"['Crime', 'Horror', 'Thriller']",2021,1.6
Olga's House of Shame,"['Crime', 'Drama']",1964,4.3
A Belfast Story,"['Crime', 'Drama']",2013,4.6
Going Ape!,"['Comedy', 'Crime', 'Family']",1981,3.9
En plein coeur,"['Drama', 'Crime', 'Romance']",1998,6.2
Made in U.S.A.,"['Adventure', 'Comedy', 'Crime']",1987,5.3
The Case of the Lucky Legs,"['Comedy', 'Crime', 'Mystery']",1935,6.5
Panchhi,"['Crime', 'Thriller']",2021,7.2
Eorin uiroein,"['Crime', 'Drama']",2019,7.3
Badmaa$h Company,"['Comedy', 'Crime', 'Drama']",2010,6.1
Running Time,"['Crime', 'Thriller']",1997,6.8
Police Academy,"['Comedy', 'Crime']",,0
Amateur Porn Star Killer,"['Crime', 'Horror']",2006,3.7
How to Rob a Bank (and 10 Tips to Actually Get Away with It),"['Comedy', 'Crime', 'Mystery']",2007,6
Paharganj,"['Crime', 'Drama', 'Mystery']",2019,4.5
Bilal,"['Crime', 'Drama']",,0
Armaguedon,"['Crime', 'Thriller']",1977,6.1
Beneath a Sea of Lights,"['Crime', 'Drama']",2020,5.5
The Narrows,"['Crime', 'Drama', 'Thriller']",2008,6.1
Kyonyû massage: Shibirete zetchô,"['Crime', 'Thriller']",2013,0
Il camorrista,"['Crime', 'Drama']",1986,7.1
American Fetish,['Crime'],2011,5.3
"L'aventure, c'est l'aventure","['Adventure', 'Comedy', 'Crime']",1972,6.8
Chlopaki nie placza,"['Comedy', 'Crime']",2000,7.6
Pithavinum Puthranum,"['Crime', 'Drama']",2022,4.7
Case 30,"['Crime', 'Romance', 'Thriller']",2022,8.4
I balada tis trypias kardias,"['Comedy', 'Crime', 'Drama']",2020,6.8
The Fearmakers,"['Crime', 'Drama', 'Film-Noir']",1958,6.1
The Grissom Gang,"['Crime', 'Drama']",1971,6.7
Baby Face Nelson,"['Biography', 'Crime', 'Drama']",1957,6.3
Badge of Honor,"['Crime', 'Drama', 'Thriller']",2015,4.9
Profundo carmesí,"['Crime', 'Drama', 'Romance']",1996,7.2
Small Dark Look,"['Crime', 'Drama']",,0
Dear Mr. Wonderful,"['Crime', 'Drama', 'Comedy']",1982,4.4
Orlacs Hände,"['Crime', 'Horror', 'Mystery']",1924,7
Aarkkariyam,"['Crime', 'Drama']",2021,6.9
Jönssonligan får guldfeber,"['Comedy', 'Crime']",1984,6.2
The Delhi Files,"['Crime', 'History', 'Thriller']",2022,0
Jail Bait,"['Crime', 'Drama', 'Film-Noir']",1954,3.6
The Shadow on the Window,"['Crime', 'Drama', 'Film-Noir']",1957,6.1
Federal Hill,"['Crime', 'Drama']",1994,6.3
Highway Dragnet,"['Crime', 'Drama', 'Film-Noir']",1954,6.3
The Hidden II,"['Crime', 'Horror', 'Sci-Fi']",1993,3
Olsen-banden går i krig,"['Comedy', 'Crime', 'Family']",1978,7
Bhindi Baazaar,"['Crime', 'Drama', 'Thriller']",2011,6.1
The Big Hurt,"['Crime', 'Thriller']",1986,5.2
Blood and Concrete,"['Comedy', 'Crime', 'Romance']",1991,5.7
The Last Gangster,"['Crime', 'Drama', 'Thriller']",1937,6.7
Thérèse Raquin,"['Crime', 'Drama', 'Romance']",1953,7.3
Judex,"['Crime', 'Drama', 'Thriller']",1963,7.1
House on the Hill,"['Crime', 'Horror']",2012,2.7
Killer Looks,['Crime'],2018,4.1
Freeze Frame,"['Crime', 'Drama', 'Mystery']",2004,6.3
A Perfect Fit,"['Crime', 'Drama', 'Romance']",2005,5.1
Bunty Aur Babli,"['Comedy', 'Crime', 'Drama']",2005,6.2
Killer,"['Crime', 'Drama', 'Romance']",1994,5.9
Roadblock,"['Crime', 'Drama', 'Film-Noir']",1951,6.6
Metastaze,"['Crime', 'Drama', 'Sport']",2009,7.7
La baby sitter,"['Crime', 'Thriller']",1975,5.5
Dear Murderer,"['Crime', 'Drama']",1947,6.9
Letters from a Killer,"['Crime', 'Drama', 'Mystery']",1998,5.4
Le pont du Nord,"['Adventure', 'Crime', 'Drama']",1981,6.8
Unto the Son,"['Crime', 'Drama']",,0
Nigerian Prince,"['Crime', 'Drama', 'Thriller']",2018,5.7
Golden Gate,"['Crime', 'Drama']",1993,5.2
Naan Avanillai,"['Crime', 'Drama', 'Thriller']",2007,5.6
Stoic,"['Crime', 'Drama']",2009,5.1
Der Richter und sein Henker,"['Drama', 'Mystery', 'Crime']",1975,5.9
Hierankl,"['Crime', 'Drama', 'Romance']",2003,6.4
Killer: A Journal of Murder,"['Biography', 'Crime', 'Drama']",1995,6.3
Marihuana,"['Crime', 'Drama']",1936,4
X.,"['Crime', 'Thriller']",2018,6.4
Les blessures assassines,"['Biography', 'Crime', 'Drama']",2000,6.8
Each Dawn I Die,"['Crime', 'Drama', 'Film-Noir']",1939,7.3
13 game sayawng,"['Comedy', 'Crime', 'Drama']",2006,6.6
Breaking All the Rules,"['Comedy', 'Crime', 'Romance']",1985,5.5
The Lemon Drop Kid,"['Comedy', 'Crime', 'Music']",1951,7
Hors Satan,"['Crime', 'Drama', 'Fantasy']",2011,6.4
Goh yeung yee sang,"['Crime', 'Horror']",1992,5.8
Mack the Knife,"['Comedy', 'Crime', 'Musical']",1989,5.5
L'aîné des Ferchaux,"['Adventure', 'Crime', 'Drama']",1963,6.5
The Chameleon,"['Crime', 'Thriller']",2015,5.8
Jack Boyz,"['Adventure', 'Crime', 'Mystery']",2019,6.6
El patrullero,"['Crime', 'Drama']",1991,7.1
The Man in the Trunk,"['Crime', 'Drama', 'Horror']",2019,5.7
7 uomini e un cervello,"['Comedy', 'Crime']",1968,4.2
Chrystal,"['Crime', 'Drama']",2004,6.5
The Killing Jar,"['Crime', 'Mystery', 'Thriller']",2010,5.7
Nyugati nyaralás,"['Comedy', 'Crime']",2022,0
La donna del lago,"['Crime', 'Drama', 'Mystery']",1965,7
Pyromanen,"['Crime', 'Drama', 'Mystery']",2016,6
7 cajas,"['Adventure', 'Crime', 'Drama']",2012,7.1
Don't Tell,"['Biography', 'Crime', 'Drama']",2017,7.5
According to Mathew,"['Crime', 'Romance', 'Thriller']",2018,6.2
Boulevard des assassins,"['Crime', 'Drama', 'Mystery']",1982,5.5
Riot in Cell Block 11,"['Crime', 'Drama', 'Film-Noir']",1954,7
Phas Gaye Re Obama,"['Comedy', 'Crime', 'Drama']",2010,7.5
Duet ming gam,"['Crime', 'Drama']",2011,6.9
Charlie Chan in London,"['Crime', 'Drama', 'Mystery']",1934,6.9
Le témoin,"['Comedy', 'Crime', 'Drama']",1978,6.4
Night People,"['Adventure', 'Crime', 'Mystery']",1954,6.5
Uncertain Glory,"['Crime', 'Drama', 'Romance']",1944,7.1
I ragazzi del massacro,"['Crime', 'Drama', 'Mystery']",1969,6.2
Playa prohibida,"['Drama', 'Crime', 'Thriller']",1985,5.4
Escape in the Fog,"['Crime', 'Drama', 'Film-Noir']",1945,5.9
Delitti a luce rossa,"['Crime', 'Mystery', 'Thriller']",1996,5.8
El crack,"['Crime', 'Drama', 'Mystery']",1981,7.3
Jimmy and Judy,"['Crime', 'Drama', 'Thriller']",2006,5.8
Night Visitor,"['Crime', 'Horror', 'Thriller']",1989,4.7
Lowlife,"['Comedy', 'Crime', 'Drama']",2017,6.2
Operazione San Gennaro,"['Comedy', 'Crime']",1966,6.9
Docteur Petiot,"['Biography', 'Crime', 'Drama']",1990,6.9
Sick Girl,"['Crime', 'Horror', 'Thriller']",2007,4.5
Valan,"['Crime', 'Drama']",2019,6.9
Noose,"['Crime', 'Drama']",1948,6.2
Otoshiana,"['Crime', 'Drama', 'Fantasy']",1962,7.5
The Walking Stick,"['Crime', 'Drama', 'Romance']",1970,6.5
Kabadadaari,"['Crime', 'Drama', 'Thriller']",2021,6.4
Sun Don't Shine,"['Crime', 'Drama', 'Horror']",2012,6.1
The Price of Fear,"['Crime', 'Drama', 'Film-Noir']",1956,6.2
The Fat Man,"['Crime', 'Drama', 'Film-Noir']",1951,6.2
Situation,"['Crime', 'Drama']",1972,6
The Beatniks,['Crime'],1960,2.5
Un maledetto imbroglio,"['Crime', 'Drama', 'Mystery']",1959,7.5
Deadly Daughter Switch,"['Crime', 'Thriller']",2020,5.5
Craving,"['Crime', 'Horror', 'Thriller']",2023,0
Kaleidoscope,"['Comedy', 'Crime']",1966,6
Desyat negrityat,"['Crime', 'Drama', 'Mystery']",1987,7.8
Dimension 5,"['Crime', 'Sci-Fi', 'Thriller']",1966,4.7
Graduation,"['Comedy', 'Crime', 'Drama']",2007,6.4
Graduation,"['Crime', 'Drama']",2007,7.3
Another Life,"['Crime', 'Drama', 'Romance']",2001,6.2
Hak se wui: Yi woo wai kwai,"['Crime', 'Drama', 'Thriller']",2006,7.3
